datetime,x,y
20200129 15:20,121.5459,25.0332
20200129 15:20,121.5474,25.0331
20200129 15:21,121.5459,25.0343
20200129 15:22,121.5459,25.0322
20200129 15:23,121.5474,25.0331
20200129 15:23,121.5459,25.0322
20200129 15:23,121.5474,25.0331
20200129 15:23,121.5459,25.0322
20200129 15:23,121.5474,25.0331
20200129 15:23,121.5459,25.0322
20200129 15:24,121.5474,25.0331
20200129 15:41,121.5485,25.0318
